EMPOWER VOCABULARY TRAINER - CONTENT ISSUE TRACKER,,,,,,,,,,,,,
B,2026-02-21,B1,2,bread ,EX,Multiple Choice,"I usually eat bread for breakfast.
noun
a plastic card you use to pay instead of cash1
something you say or write when someone asks you2
food made from flour and water, baked in an oven3
a TV/radio show or a computer application4
",The options are not challenging enough.,,"I usually eat bread for breakfast with butter and cheese.

A) a sweet dessert made with chocolate
B) a drink made from fruit
C) food made from flour and baked in an oven
D) a type of meat cooked in a pan",Medium,Fixed,
,2026-02-21,B1,2,creative,DEF,Multiple Choice,"She is very creative.
adjective
coming after the second in order1
able to make new and interesting things2
being a woman or girl3
following old customs or ways of doing things",The options are not challenging enough.,,"She is very creative and always comes up with new ideas for her projects.

A) able to produce new and original ideas
B) careful about small details
C) good at following instructions
D) quick at finishing tasks",Medium,Fixed,
B,2026-02-21,B1,2,pleasant,DEF,Multiple Choice,"We had a pleasant evening.
adjective
needing a lot of effort1
working well and producing a good result2
nice and making you feel happy3
speaking and acting in a nice, respectful way",The options are not challenging enough.,,"We had a pleasant evening with friends and enjoyed the music.

A) needing a lot of effort
B) enjoyable and making you feel happy
C) serious and formal
D) successful in achieving a goal",Medium,Fixed,
B,2026-02-21,B1,2,strange,DEF,Fill in Blank,"That is a strange question.
unusual1
friendly2
intense3
strange4
",The options are not challenging enough.,,"A) ordinary
B) intense
C) formal
D) strange",Medium,Fixed,
B,2026-02-21,B1,2,getting old,DEF,Fill in Blank,"
go from being a child to an adult1
get old2
live abroad3
feel well4
",the structural problem,,"
going  from being a child to an adult
getting old
living abroad
feeling well",Medium,In Progress,
B,2026-02-21,B1,2,suprised,DEF,Fill in Blank,"feeling surprised because something is not expected
I was surprised by the test result.",,,feeling amazed because something is not expected,Medium,Fixed,
Yeşim,2026-02-22,A2,2,use,DEF,Match,use : to use sth,not explaining the target verb,,use: to do something with an object or tool for a purpose,Medium,Fixed,
Yeşim,2026-02-22,A2,2,important,DEF,Match,important: very necessary or important,redundant info,,important: very necessar,Medium,Fixed,
Yeşim,2026-02-22,A2,2,small,DEF,Match,small: small in size,same adjective in definition,,"small:not big in size, amount, or number",Medium,Fixed,
Yeşim,2026-02-22,A2,2,alligator,DEF,Multiple Choice,alligator,alligator in the question is not highlighted and the answer is in the option,,spelling: alligators should be taken out from the answer,Medium,Fixed,
Yeşim,2026-02-22,A2,2,quite,DEF,Multiple Choice,quite a lot,the answer is in the option,,"take out ""quite a lot"" from the answer",Medium,Fixed,
Yeşim,2026-02-22,A2,2,hard work,DEF,Fill in Blank,Hard work is important for success.,answer is in the question itself,,hard work should be deleted in the question,Medium,Fixed,
Yeşim,2026-02-22,A2,2,extra,DEF,Fill in Blank,We have an extra class this week.,"there is ""an"" so it is easy to guess the answer",,add a/an ,Medium,Fixed,
Yeşim,2026-02-23,A2,3,sounds,DEF,Multiple Choice,That sounds interesting.,all options except the answer is in infinitive form,,to sound,Medium,Fixed,
Yeşim,2026-02-23,A2,3,newspaper,DEF,Multiple Choice,I read the newspaper in the morning.,the word is not  highlighted,,highlighting the word in the question,Medium,Fixed,
Yeşim,2026-02-23,A2,3,long,DEF,Multiple Choice,It was a long movie.,the answer is long in time,,lasting a lot of time; not short,Medium,Fixed,
Yeşim,2026-02-23,A2,3,February,DEF,Multiple Choice,February is h shortest month.,February is not highlighted in the question,,highlighting the word in the question,Medium,Fixed,
Yeşim,2026-02-23,A2,3,newspaper,SPL,Spelling,newspapper,misspelled,,newspaper,Medium,Fixed,
Yeşim,2026-02-23,A2,3,phone,DEF,Fill in Blank,"a telephone, especially a mobile phone",definition gives the answer,,phone: a device for calling and communicating with people.,Medium,Fixed,
Yeşim,2026-02-23,A2,3,look for,DEF,Fill in Blank,looking for or trying to see something,definition gives the answer,,look for: to try to find something or someone,Medium,Fixed,
Yeşim,2026-02-24,A2,4,outdoor,DEF,Match,outdoor=outside,definition gives the answer,,outside: not inside a building,Medium,Fixed,
Yeşim,2026-02-24,A2,4,boring,DEF,Listening,the film was boring,definition gives the answer,,"deleting ""making you feel bored""",Medium,Fixed,
Yeşim,2026-02-24,A2,4,an egg,DEF,Listening,I had an_________ for breakfast,"all other options start with a consonant, but the only correct (egg) starts with a vowel, so th answer is clear.",,a/an can be written to prevent that.,Low,Fixed,
Yeşim,2026-02-24,A2,4,after tat,DEF,Listening,"We had dinner, and _____ we watched a film.",the answer is after that and the definition is afer that time or event,,another definition is needed,Medium,Open,
Abdulrauf,2026-02-24,B1,8,diving,DEF,Multiple Choice,"""the sport of jumping into water or going deep under water""",The definition mixes two different meanings (diving vs. scuba diving). This creates ambiguity,,"""the sport of jumping into water from a platform or board""",Medium,Fixed,
Abdulrauf,2026-02-24,B1,8,ice skating,GAM,Multiple Choice,"Distractors 1,2,3,4",Distractors are easy and clearly wrong options,,replace distractors with domain-near alternatives,Medium,Open,
Abdulrauf,2026-02-24,B1,,paint,GAM,Fill in Blank,"""to put colour on something using paint""","The prompt includes the target word ""paint""",,replace or prompt with a neutral definition. eg omit the word 'paint' in the prompt,Medium,Fixed,
Abdulrauf,2026-02-24,B1,,Word order game,GAM,Word Order,Word order game ," The initial capital makes the first word obvious, reducing difficulty and conflicting with the Word Order rule on handling capitalization.",,Show all words in lowercase during the activity and also remove the full stop,High,Fixed,
Yeşim,2026-02-25,A2,5,right,DEF,Match,right: towards the side of your body,"definition is not clear, it should be changed",,the opposite of left,Medium,Fixed,
Yeşim,2026-02-25,A2,5,need,DEF,Match,to must have something,"""to "" should be taken out",,must have something,Medium,Fixed,
Yeşim,2026-02-25,A2,5,left,DEF,Multiple Choice,left: towards the side of your body,"definition is not clear, it should be changed",,the opposite of right,Medium,Fixed,
Yeşim,2026-02-26,A2,5,cafe,DEF,Fill in Blank,Let's meet at the café.,the answer is given in the question.,,Let's meet at the ____________.,Medium,Fixed,
Yeşim,2026-02-26,A2,5,employ,EX,Listening,companies _____ fifty people.,Company should start with capital letter,,Companies ______________ fifty people.,Medium,Fixed,
Yeşim,2026-02-26,A2,5,a lot of,DEF,Listening,We have _____ homework today.,"in the options there are ""lots of"" and "" a lot of""",,"instead of ""lots of"" a few ca be an option",Medium,Fixed,
Yeşim,2026-02-26,A2,5,exciting,DEF,Listening,I think Istanbul is an _____ city.,"there is ""an"" before the word, so it is easy to guess the word",,a/ an before the noun can solve it,Medium,In Progress,
Yeşim,2026-02-27,A2,5,parks,DEF,Listening,There are many _____ in this city.,only plural word is the answer so it is easy to guess.,,make all the options plural,Medium,Fixed,
B,2026-02-27,B1,3,volunteer,EX,Multiple Choice,"
a person who works without pay to help others1
someone whose job is writing news stories for newspapers or TV2
a person who creates something new for the first time3
someone who designs clothes, buildings, or products","lacks parallel structure,  no good distractor",,"A) a person who works without pay to help others
B) a person who works in a hospital
C) a person who gets paid for helping
D) a student who works to get experience",Medium,Fixed,
B,2026-02-27,B1,3,donation,EX,Multiple Choice,"money or things that are given to help others1
an organisation that helps people in need2
time when you are not working or studying and can relax or travel3
strong, sudden movement of air during a flight","lacks parallel structure,  no good distractor",,"A) money or things that are given to help others
B) an organisation that helps people in need
C) money you borrow from a bank
D) a payment you make for something",Medium,Fixed,
B,2026-02-27,B1,3,the sales,EX,Multiple Choice,"
a product that is cheaper or has a special price1
a time when many things are sold more cheaply2
a degree you get after studying at university3
using a situation or person for your own benefit4
",,,"A) a time when many things are sold more cheaply
B) a product with a special price
C) money a shop makes in one day
D) people who work in a shop",Medium,Fixed,
B,2026-02-27,B1,3,the sales,DEF,Multiple Choice,"I always wait for the sales to buy clothes.
noun phrase",not a noun Phrase,,must be noun only,Medium,Fixed,
B,2026-02-27,B1,2,create,EX,Multiple Choice,"to go or come back to a place1
to stay in the same place or condition2
to make or design something new3
to reserve a seat, room, ticket, etc","lacks parallel structure,  no good distractor",,"A) to make or design something new
B) to improve something that already exists
C) to repair something
D) to copy something",Medium,Fixed,
B,2026-02-27,B1,3,creativity,EX,Multiple Choice,"moving on a board with wheels1
things that you own2
the ability to have new and interesting ideas3
the study of designing and building machines, roads, or bridges4
",,,"A) the ability to have new and interesting ideas
B) the ability to solve difficult maths problems
C) the skill of working very quickly
D) the talent for remembering information",Medium,Fixed,
B,2026-02-27,B1,3, attention,DEF,Multiple Choice,Please pay attention in class.,to ask it as a phrase would be better.  ´Pay attention´,,"Please pay attention in class.

A) to watch, listen, or think carefully
B) to pay money for something
C) to speak loudly in class
D) to finish your work quickly",Medium,Fixed,
B,2026-02-27,,,confident,EX,Multiple Choice,confident feeling that you can do something well,,,"A) the feeling that you can do something well
B) the ability to speak very fast
C) the skill of using difficult words
D) the experience of speaking in public",Medium,Fixed,
B,2026-02-27,B1,3,give me directions ,DEF,Multiple Choice,Can you give me directions to the station?, phrase was not underlined,,Can you give me directions to the station?,Medium,Fixed,
B,2026-02-27,,,can't afford ,DEF,Multiple Choice,I can't afford a new laptop.,the word cant musnt be highligted and it is not a verb phrase,,"afford  \ 
to  have enough money to buy something
",Medium,Fixed,
B,2026-02-27,B1,3,afford ,EX,Multiple Choice,to (not) have enough money to buy something,,,please delete ´not´,Medium,Fixed,
B,2026-02-27,B1,3,borrow,EX,Multiple Choice,"
to not like something or someone1
to reserve a seat, room, ticket, etc.2
to take something for a time and then give it back3
to tell people each other's names, or bring in something new",,,"A) to take something for a time and then give it back
B) to give something to someone permanently
C) to buy something from someone
D) to lend something to someone",Medium,Fixed,
B,2026-02-27,B1,3,quit,EX,Multiple Choice,"to see and talk to someone, often for the first time1 to stop doing something or to leave a job2 to allow someone to do something3 to stop having something; to misplace something4",,,"A) to stop doing something or to leave a job
B) to change your job
C) to lose your job
D) to take a short break from work",Medium,Fixed,
B,2026-02-27,B1,3,save up,EX,Fill in Blank,"
deal with1
carry on2
turn down3
saving up for ",,,"
A) saving up for
B) looking after
C) turning down
D) carrying on",Medium,Fixed,
B,2026-02-27,B1,3,give me directions ,DEF,Fill in Blank,Can you give me directions to the station?,,,there is no blank in the sentence.,Medium,Fixed,
B,2026-02-27,B1,4,earrings,SPL,Match,earings,,,earrings,Medium,Fixed,
B,2026-02-27,B1,4,go to the,,Match,,“go to the” is repeated twice in one set.,,,Medium,Fixed,
B,2026-02-27,B1,4,ability,EX,Multiple Choice,,distractor quality,,"A) the power or skill to do something
B) a natural talent for art or music
C) knowledge you learn at school
D) experience from working many years",Medium,Fixed,
B,2026-02-27,B1,4,skilful,DEF,Multiple Choice,,the word is not highlighted,,,Medium,Fixed,
B,2026-02-27,B1,4,tend to,EX,Multiple Choice,"I tend to study late at night.

to open your suitcases and take everything out1
to get off one train and get on another2
to usually do something or often be in a state3
to get on a train or plane4
",the options are too unrelated,,"A) to usually do something
B) to decide to do something
C) to try to do something
D) to plan to do something",Medium,Fixed,
B,2026-02-27,B1,4,get a new outfit,,,"She wants to get a new outfit for the party.

to buy new clothes that go together1
to decide to marry someone2
to borrow money from a bank or company3
to contact someone by phone, email, or message4
",too unrelated options ,,"A) to buy new clothes that go together
B) to try on different clothes
C) to design your own clothes
D) to change your clothes quickly",Medium,Fixed,
B,2026-02-27,B1,4,scarf,DEF,Multiple Choice,,both the def. and ex. problem,,"She wore a scarf because it was cold and windy.
A) a piece of cloth worn around the neck or head for warmth or fashion
B) a thick winter coat
C) gloves worn on the hands
D) a small hat",Medium,Fixed,
B,2026-02-27,B1,4,go to the hairdresser,EX,Fill in Blank,"I will go to the hairdresser on Saturday.
get engaged
be like
go on a diet
go to the
",the correct option is incomplete,,please ad the word ´hairdresser´ to the correct option,Medium,Fixed,
B,2026-02-27,,4,look my best,EX,Fill in Blank,I want to look my best for the interview.,,,She spent an hour choosing her clothes because she wanted to ______ at the party.,Medium,Fixed,
B,2026-02-27,B1,4,suit,EX,Fill in Blank,"suntan lotion1
suit2
top3
sunglasses4
",stronger distractors,,"A) a jacket and trousers made from the same material
B) a casual sports outfit
C) a long winter coat
D) a uniform worn at school",Medium,Fixed,
B,2026-02-27,B1,4,get a new outfit,,Fill in Blank,"She wants to get a new outfit for the party.
get better1
get a2
get engaged3
get support4
",the correct option is missing a word,,"She wants to get a new outfit for the party.
get better
get a new outfit
get engaged
get support",Medium,Fixed,
B,2026-02-27,B1,4,looking around,EX,Fill in Blank,"We spent the afternoon looking around the town.
look around1
hand in2
look forward to3
put back4
",,,"We spent the afternoon _________ the town.
A) looking around
B) handing in
C) looking forward to
D) putting back",Medium,Fixed,
Abdulrauf,2026-02-28,B1,9,manage,DEF,Match,to succeed in doing something difficult,"The definition belongs to “manage to”, not “manage”.",,“to be in charge of or control something”,High,Fixed,
Abdulrauf,2026-02-28,B1,9,shyness,DEF,Match,“the feeling of being nervous and not confident with people”," Definition describes “shy”, not “shyness”, and does not match the noun form.",, “the feeling of being uncomfortable or embarrassed around other people”,Medium,Fixed,
Abdulrauf,2026-02-28,B1,9,pass your exams,DEF,Match,“to do well in your tests or exams”,Passing an exam does not mean doing well; definition is inaccurate.,,“to succeed in a test or exam”,Medium,Fixed,
Abdulrauf,2026-02-28,B1,9,hand in an essay,DEF,Match,“to give your essay to the teacher on time”," Definition adds unnecessary requirement (“on time”), making meaning inaccurate. Adding “on time” introduces an unnecessary demand.
The phrase simply means submit, regardless of timing.",,“to give your essay to your teacher”,Medium,Fixed,
Abdulrauf,2026-02-28,B1,9,law,DEF,Multiple Choice,“the system of rules that a country or place uses”,Wording slightly unnatural,,“the system of rules that people in a country must follow”,Medium,Fixed,
Abdulrauf,2026-02-28,B1,9,psychology,GAM,Multiple Choice,"Distractors include definitions for “trust,” “engineering,” and “talent.”",Distractors are not plausible ,,"Replace with related but incorrect definitions, e.g., “the study of the brain’s physical structure,” “the study of human behaviour,” etc.",Medium,Fixed,
Abdulrauf,2026-02-28,B1,9,psychology,DEF,Multiple Choice,“the study of the mind and how it works”,"Good definition, but could be made more precise by adding “scientific study.",,“the scientific study of the mind and how it works”,Medium,Fixed,
Abdulrauf,2026-02-28,B1,9,medicine,GAM,Multiple Choice, “He is studying medicine.”; Key option = “medicine or treatment used to make people well again.”, the correct option repeats the target word (“medicine”) making the item too easy.,,Paraphrase the key to remove the repeated word,High,Fixed,
Abdulrauf,2026-02-28,B1,9,place,GAM,Fill in Blank,"Definition shown: “a particular area, building, or position”
Stem: “We found a quiet _______ to study.”
Options: park / street / place / kitchen",Sentence context allows multiple plausible answers,,"Keep options, adjust stem to block specific locations:

“We need a quiet _______ indoors to study.”",Medium,Fixed,
Abdulrauf,2026-02-28,B1,9,get into university,GAM,Fill in Blank,Definition: “to be accepted by a university”,The sentence allows multiple plausible completions,,Constrain the stem so only the target phrase fits “She was happy to ______ after her application was accepted.”,Medium,Fixed,
Abdulrauf,2026-02-28,B1,9,Being away from family can be difficult. (word order item),GAM,Word Order,: Word tiles include “Being” (capitalized) and “difficult.” (with full stop).," Capitalization and punctuation reveal the first and last word of the sentence, making the item too easy ",,Remove capitalization and punctuation from all tiles. ,High,Fixed,
Abdulrauf,2026-02-28,B1,9,They had a disagreement about money.,GAM,Word Order,Tiles include “They” (capitalized) and “money.” (with a full stop).," Capitalization and punctuation reveal the first and last word, making the puzzle easy",,Remove capitalization and punctuation from all tiles during the game.,High,Fixed,
Abdulrauf,2026-02-28,B1,9,multiple words — UK audio failing),GAM,Pronunciation," UK pronunciation audio does not play ""bakery"" """,The audio either fails to play,,Verify UK audio files for all Unit 9 ,Medium,Fixed,
Abdulrauf,2026-03-01,B1,10,headphone,GAM,Match,“(usually headphones) a device you wear over your ears to listen to sound”,"the definition contains the target word (“headphones”), allowing students to match by spotting the repeated word instead of knowing the meaning.",,"Remove the word from the definition.
Suggested definition:
 “a device you wear over your ears to listen to sound”",High,Fixed,
Abdulrauf,2026-03-01,B1,10,the nicest,DEF,Match,“the most nice; better than all others”, Definition contains incorrect English.,, ”better than all others”,High,Fixed,
Abdulrauf,2026-03-01,B1,10,is that right,SPL,Match,“is that right”,Missing a question mark. Phrase is a question and must appear as “Is that right?”,,Change to “Is that right?”,Medium,Fixed,
Abdulrauf,2026-03-01,B1,10,would you mind,SPL,Match,“would you mind”,Missing question mark for a question form,,Change to “Would you mind?,High,Fixed,
Abdulrauf,2026-03-01,B1,10,(highlight missing — unknown),GAM,Multiple Choice, “Please charge the computer before class.”,"The highlighted word is missing, causing the MCQ to be unsolvable. Students cannot know which word to define.",,Ensure the target word (“charge”) is visibly highlighted in the sentence,High,Fixed,
Abdulrauf,2026-03-01,B1,10,They talked for most of the evening.,GAM,Word Order,They talked for most of the evening., Capital letter and final punctuation give away sentence boundaries. Students can identify first and last word without knowing word order.,,Remove capitalization and punctuation from all tiles during gameplay,Medium,Fixed,
Abdulrauf,2026-03-01,B1,10,most of the evening,GAM,Multiple Choice,Distractors unrelated to time expressions,Distractors are not plausible making the question too easy by elimination.,, Replace distractors with time‑related but incorrect phrases,Medium,check it out agian please ,
Abdulrauf,2026-03-01,B1,11, have you ever,SPL,Multiple Choice,“have you ever”,Missing capitalization and question mark for a question form; should be presented as a question pattern.,,Change to “Have you ever…?”,Medium,check it out agian please ,
Yeşim,2026-03-04,A2,6,ate,DEF,Match,ate: ate something,definition gives the answer,,ate: had food in the past,Medium,Fixed,
Yeşim,2026-03-04,A2,6,electronic,DEF,Match,electronic: using electricity or electric parts,answer is in the definition,,electricity: using electricity or computer technology,Medium,Open,checked
Yeşim,2026-03-04,A2,6,give,DEF,Match,give: to give sth to smo,answer is in the definition,,give: to pass sth to smo,Medium,Fixed,
Yeşim,2026-03-04,A2,6,experience,DEF,Match,experience: sth that happens to you,not a clear definition,,experience: knowledge or skill gained over time,Medium,Fixed,
Yeşim,2026-03-04,A2,6,arrived at home,EX,Multiple Choice,I just arrived at home,arrive cannot be used with at when the next word is home,,I just arrived home.,Medium,Fixed,
Yeşim,2026-03-04,A2,6,an order,EX,Fill in Blank,I'd like to place an_______  for two pizzas.,"all the words in options start with a consonant, except the answer. So it is easy to guess the answer.",,I'd like to place a / an_______  for two pizzas.,Medium,In Progress,
Yeşim,2026-03-04,A2,6,i letter,EX,Word Order,i like electronic music,"the letter ""I"" is ""i"" in all sentences even whe it is the Subject of the sentence.",,"the letter ""i"" should be big letter ""I"" in all the example sentences which have ""i"" in them. ",Medium,Fixed,
Yeşim,2026-03-04,A2,6,ankara,EX,Word Order,my aunt lives in ankara.,ankara is a private name. It should be capitalized.  ,,my aunt lives in Ankara.,Medium,Fixed,
Yeşim,2026-03-04,A2,2,unusual,EX,Listening,That is an _____ name.,"all the words in options start with a consonant, except the answer. So it is easy to guess the answer.",,That is a/ an _____ name.,Medium,In Progress,
Yeşim,2026-03-04,A2,3,sounds,EX,Listening,We will _____ in a hotel.,"all options except ""sounds"" dont have ""s""",,a)sound   b)stay    c)improve    d)fail,Medium,Fixed,
Yeşim,2026-03-04,A2,3,parents,EX,Multiple Choice,My _____ live in another city.,"all options are singular, only the answer is olural so it is easy to guess the answer.",,a)parents   b) grandaughters c) uncles   d) families,Medium,Fixed,
Yeşim,2026-03-04,A2,3,sounds,EX,Listening,I want to _____ you to my birthday party.,"all options except ""sounds"" dont have ""s""",,a) invite    b) sound  c)walk   d) recommend,Medium,Fixed,
Yeşim,2026-03-04,A2,4,seems;as heard as,EX,Multiple Choice,I weigh 70 kilos.,all options are in infinitive form except seems,,a) to seem   b) to have or measure on a certain weight   c)to have enough money to buy sth  d)to use sth,Medium,,
Yeşim,2026-03-04,A2,4,ghosts,EX,Multiple Choice,ghosts appear in the sky.,ghosts should be written with a capital letter,,Ghosts appear in the sky.,Medium,Fixed,
Yeşim,2026-03-04,A2,4,fruit - melon,EX,Listening,We need two _____ for the cake.,"two options are singular, two options are plural. that makes it east to guess the answer",,a)potatoes  b) lemons   c) fruit    d) melons,Medium,Fixed,
Yeşim,2026-03-04,A2,5,road-bridge,EX,Fill in Blank,Be careful when you cross the road,two options  (bridge - road) can be the answer,,a)possession b) road c) plane d)idea,Medium,,
Parisa,2026-03-06,B2,7,shot,SPL,Match,shot,"must be ""shoot""",,change the spelling,High,Fixed,
Parisa,2026-03-06,B2,7,parking space,EX,Multiple Choice,it is hard to find a parking space,all options are description of a place except for a person who...,,"change the option to ""a place where cars are repaired""",Medium,Fixed,
Parisa,2026-03-06,B2,7,cut down on,EX,Multiple Choice,I'm trying to cut down on sugar,2 of the distractors are unrelated: 1. to go to bed... 2. to make a place untidy,,"change them maybe to : 1. to stop doing something completely
2. to use something in a careful or limited way",Medium,Fixed,
Parisa,2026-03-06,B2,7,turn down,DEF,Multiple Choice,I had to turn the job offer down,the phrase is not highlighted,,highlight the phrase,Low,Fixed,
Parisa,2026-03-06,B2,7,get down,DEF,Multiple Choice,the bad weather is getting me down,the phrase is not highlighted,,highlight the phrase,Low,Fixed,
Parisa,2026-03-06,B2,7,passage,POS,Multiple Choice,Our classroom is at the end of the passage,the example is not natural,,change the sentence: There is a narrow passage between the two buildings,Medium,Fixed,
Parisa,2026-03-06,B2,7,settle down,EX,Listening,they ___ after they had children,the verb should be in past tense,,change the options to past tense,Medium,Fixed,
Parisa,2026-03-06,B2,7,be cut,EX,Listening,that scene ____  from the final version.,the verb should be in past tense,,change the options to past tense,Medium,Fixed,
Parisa,2026-03-06,B2,7,get down,EX,Listening,the bad weather is getting me down,the blank is already filled and the options are not in correct tense,,"The bad weather is ____ me ____.
A) getting down B) getting across C) getting away with D) getting over",Medium,Fixed,
Parisa,2026-03-06,B2,7,capture,EX,Listening,this moment ___ on film.,the verb should be in passive form,,change the options to passive. also the distractors are very different from the answer. make them relevant,Medium,Fixed,
Parisa,2026-03-06,B2,7,bunglow,EX,Listening,My grandparents live in a ____ .,the distractor a terraced house can be also correct,,A) bungalow B) cinema C) river D) storage,Medium,Fixed,
Parisa,2026-03-06,B2,7,be cut,EX,Fill in Blank,that scene ____  from the final version.,the verb should be in past tense,,change the options to past tense,Medium,Fixed,
Parisa,2026-03-06,B2,7,crew,EX,Fill in Blank,the film ____ arrived early to set up.,the example is incomplete. set up what? also crew was the wrong answer before and cast was correct. ,,The film crew arrived early to set up the cameras and lights.,High,Fixed,
Parisa,2026-03-06,B2,7,presenter,POS,Fill in Blank,The ____ asked some difficult questions.,the example doesn't clearly point to presenter,,The presenter asked the guest some difficult questions during the live TV show,Medium,Fixed,
Parisa,2026-03-06,B2,7,terraced house,EX,Fill in Blank,they bought a small _______.,"the distractor can be correct as well ""detached house""",,A) passage B) garage C) terraced house D) lobby,Medium,Fixed,
Parisa,2026-03-06,B2,7,be broadcast,EX,Word Order,the interview will be prodcast tomorrow,the tense is not correct,,change it to passive,Medium,Fixed,
Parisa,2026-03-06,B2,8,take health for granted,POS,Match,take health for granted,it should be take something for granted,,change health to something:✅ take something for granted✅,Medium,Fixed,
Parisa,2026-03-06,B2,8,grant,POS,Multiple Choice,the university awarded her a grant,the whole sentence is highlighted,,highlight only grant,Low,Fixed,
Parisa,2026-03-06,B2,8,kidnap,POS,Multiple Choice,The child was ______,the tense should be p.p,,A) discovered B) kidnapped ✅C) followed D) questioned,Medium,Fixed,
Parisa,2026-03-06,B2,8,take pride in,POS,Multiple Choice,he ______ in his work.,the tense is not right again.,,A) takes pride in✅ B) takes an interest in C) takes my word for it D) takes care of,Medium,Fixed,
Parisa,2026-03-06,B2,8,steal,EX,Multiple Choice,Someone stole my phone.,the answer is given and there is no blanl. plus the options tenses are not correct,,Someone ____ my phone. A) stole B) encouraged C) fainted D) cheered,Medium,Fixed,
Parisa,2026-03-06,B2,8,shoplift,POS,Multiple Choice,two teenagers were caught _____,the tense is not correct,,A) financing B) disappearing C) shoplifting D) running,Medium,Fixed,
Parisa,2026-03-06,B2,8,rob,POS,Multiple Choice,They _____ a small shop.,the tense is not correct,,change the option tenses: past tense here,Medium,Fixed,
Parisa,2026-03-06,B2,8,to take this warning seriously,EX,Spelling,to think that something or someone is important and treat them that way,the word is an example ,,it should change to to take something/someone seriously,Medium,Won't Fix,
Parisa,2026-03-06,B2,8,steal,EX,Fill in Blank,Someone stole my phone.,1)the answer is given and there is no blanl. 2) the options tenses are not correct 3) after steal it doeasnt go to next,,Someone stole my phone. A) encouraged B) dived C) stole D) refused,Medium,Fixed,
Bihter,2026-03-06,B1,5,work in ,DEF,Match,to work together with other people,wrong definition,,"to have a job in a place, company, or field",Medium,Fixed,
